pseudocode,total_students,total_boys,total_girls,students_primary,students_upper_primary,students_secondary,school_level,total_tch,regular,contract,part_time,trained_comp,class_taught_pr,class_taught_upr,class_taught_pr_upr,class_taught_sec_only,class_taught_hsec_only,post_graduate_and_above,graduate,classrooms_total,classrooms_pucca,classrooms_good,toilets_boys_func,toilets_girls_func,has_girls_toilet,has_boys_toilet,has_ramp,has_library,has_playground,has_electricity,has_internet,has_handwash,has_boundary_wall,has_comp_lab,has_solar,has_hm_room,ptr,ptr_threshold,ptr_violation_severity,students_per_classroom,infrastructure_gap,eligible_grant_norm,funding_ratio,growth_rate,qualified_teacher_ratio,contract_ratio,validation_label,risk_score,risk_level
5046023,444,250,194,444,0,0,primary,9,9,0,0,8,7,0,0,0,0,0,9,9,3,9,5,4,1,1,1,1,1,1,1,1,1,0,0,1,49.33,30,0.6443,49.33,0,75000,1,0,1,0,Reject,19.61,Low
5049122,468,0,468,468,0,0,primary,19,12,7,0,3,16,0,0,0,0,4,14,22,1,22,0,6,1,0,1,1,1,1,1,1,1,0,0,1,24.63,30,-0.179,21.27,1,75000,1,0,0.9474,0.3684,Accept,8.86,Low
5052243,154,87,67,154,0,0,primary,5,5,0,0,2,4,0,0,0,0,0,5,6,1,6,4,3,1,1,1,1,1,1,1,1,1,0,1,1,30.8,30,0.0267,25.67,0,50000,1,0,1,0,Flag,0.67,Low
5052984,1051,611,440,711,246,88,primary,39,39,0,0,28,10,5,9,7,0,20,19,34,1,34,10,10,1,1,1,1,1,1,1,1,1,1,0,1,26.95,30,-0.1017,30.91,0,100000,1,0,1,0,Accept,0,Low
5063422,3028,3028,0,0,1307,981,upper_primary,96,68,6,22,38,0,29,0,34,30,73,23,50,0,50,8,0,0,1,1,1,1,1,1,1,1,1,0,1,31.54,35,-0.0989,60.56,1,100000,1,0,1,0.0625,Flag,11.98,Low
5063868,408,250,158,285,123,0,primary,7,7,0,0,6,2,5,0,0,0,5,2,8,1,8,3,3,1,1,1,1,1,1,1,1,1,0,0,1,58.29,30,0.943,51,0,75000,1,0,1,0,Reject,27.7,Low
5064354,985,568,417,675,310,0,primary,25,17,8,0,23,11,8,2,0,0,8,17,20,1,20,7,7,1,1,1,1,1,1,1,1,1,0,0,1,39.4,30,0.3133,49.25,0,75000,1,0,1,0.32,Flag,16.1,Low
5068059,240,135,105,194,46,0,primary,8,4,4,0,7,3,2,1,0,0,6,0,10,1,10,4,4,1,1,1,1,1,1,1,1,1,0,0,1,30,30,0,24,0,50000,1,0,0.75,0.5,Accept,7.5,Low
5068813,190,190,0,190,0,0,primary,5,5,0,0,0,5,0,0,0,0,3,2,5,1,5,1,0,0,1,1,1,1,1,1,1,0,0,0,1,38,30,0.2667,38,2,50000,1,0,1,0,Flag,13.33,Low
5069252,2927,1739,1188,451,664,776,secondary,101,88,0,13,87,13,19,0,29,37,77,22,52,3,52,21,30,1,1,1,1,1,1,1,1,1,1,1,1,28.98,35,-0.172,56.29,0,100000,1,0,0.9802,0,Flag,6.11,Low
5069738,661,388,273,424,237,0,primary,13,13,0,0,12,3,7,0,0,0,11,2,10,2,10,2,2,1,1,1,1,1,1,1,1,1,0,0,1,50.85,30,0.695,66.1,0,75000,1,0,1,0,Reject,27.16,Low
5071105,111,60,51,93,18,0,primary,6,6,0,0,1,2,4,0,0,0,3,3,14,1,14,2,2,1,1,1,1,1,1,1,1,1,0,0,1,18.5,30,-0.3833,7.93,0,50000,1,0,1,0,Accept,0,Low
5074039,943,613,330,604,228,111,primary,34,19,15,0,27,16,0,0,1,0,10,22,30,1,30,4,6,1,1,1,1,1,1,1,1,1,0,0,1,27.74,30,-0.0753,31.43,0,75000,1,0,0.9412,0.4412,Accept,6.62,Low
5074846,160,106,54,160,0,0,primary,5,4,1,0,0,5,0,0,0,0,0,2,6,1,6,2,2,1,1,1,1,1,1,1,1,1,0,0,1,32,30,0.0667,26.67,0,50000,1,0,0.4,0.2,Flag,4.67,Low
5076246,264,136,128,162,102,0,primary,10,10,0,0,3,3,5,0,0,0,2,8,10,0,8,2,2,1,1,1,1,1,1,1,1,1,0,0,1,26.4,30,-0.12,26.4,0,75000,1,0,1,0,Accept,0,Low
5078097,155,155,0,155,0,0,primary,5,5,0,0,2,5,0,0,0,0,3,2,5,2,5,2,0,0,1,1,1,1,1,1,1,1,0,0,1,31,30,0.0333,31,1,50000,1,0,1,0,Flag,4.17,Low
5081246,627,355,272,267,164,108,primary,30,26,4,0,26,7,3,1,5,2,23,7,12,1,12,8,8,1,1,1,1,1,1,1,1,1,0,0,1,20.9,30,-0.3033,52.25,0,75000,1,0,1,0.1333,Flag,6.59,Low
5081296,362,203,159,362,0,0,primary,5,5,0,0,5,5,0,0,0,0,3,2,10,1,10,2,2,1,1,1,1,1,1,1,1,1,0,1,1,72.4,30,1.4133,36.2,0,75000,1,0,1,0,Reject,25,Low
5081658,360,196,164,360,0,0,primary,11,9,2,0,6,10,0,0,0,0,2,9,9,1,9,3,3,1,1,1,1,0,1,1,1,1,0,0,1,32.73,30,0.091,40,0,75000,1,0,1,0.1818,Flag,5,Low
5082107,970,0,970,970,0,0,primary,17,11,6,0,15,15,0,0,0,0,5,12,22,1,19,0,30,1,0,1,1,1,1,1,1,1,0,0,1,57.06,30,0.902,44.09,1,75000,1,0,1,0.3529,Reject,32.71,Medium
5084041,250,148,102,250,0,0,primary,7,6,1,0,7,6,0,0,0,0,2,5,12,1,11,10,16,1,1,1,1,1,1,1,1,1,0,1,1,35.71,30,0.1903,20.83,0,50000,1,0,1,0.1429,Flag,6.9,Low
5084392,278,193,85,119,85,35,primary,27,27,0,0,23,7,1,9,1,3,11,11,16,4,16,9,3,1,1,1,1,1,1,1,1,1,1,1,1,10.3,30,-0.6567,17.38,0,75000,1,0,0.8148,0,Accept,0,Low
5085783,195,108,87,195,0,0,primary,2,2,0,0,2,2,0,0,0,0,0,2,20,1,20,9,9,1,1,1,1,1,1,1,1,1,0,0,1,97.5,30,2.25,9.75,0,50000,1,0,1,0,Reject,25,Low
5087537,224,146,78,133,91,0,primary,8,8,0,0,6,5,2,1,0,0,5,3,8,1,8,3,2,1,1,1,1,1,1,1,1,1,0,0,1,28,30,-0.0667,28,0,50000,1,0,1,0,Accept,0,Low
5087874,1428,937,491,421,370,276,primary,52,40,1,11,18,11,9,0,10,15,38,14,31,1,31,11,14,1,1,1,1,1,1,1,1,1,0,0,1,27.46,30,-0.0847,46.06,0,100000,1,0,1,0.0192,Flag,2.56,Low
5089284,812,483,329,570,242,0,primary,22,15,7,0,7,11,10,1,0,0,12,10,19,1,19,4,6,1,1,1,1,1,1,1,1,1,0,0,1,36.91,30,0.2303,42.74,0,75000,1,0,1,0.3182,Flag,11.56,Low
5090368,181,59,122,181,0,0,primary,7,6,1,0,3,7,0,0,0,0,3,3,6,1,5,7,7,1,1,1,1,1,1,1,1,1,0,0,1,25.86,30,-0.138,30.17,0,50000,1,0,0.8571,0.1429,Accept,2.14,Low
5091036,394,247,147,394,0,0,primary,10,4,6,0,7,10,0,0,0,0,0,10,10,1,10,3,4,1,1,1,1,1,1,1,1,1,0,0,1,39.4,30,0.3133,39.4,0,75000,1,0,1,0.6,Flag,16.83,Low
5093231,201,121,80,201,0,0,primary,13,13,0,0,8,8,0,0,0,0,2,11,15,1,15,1,1,1,1,1,1,1,1,1,1,1,0,0,1,15.46,30,-0.4847,13.4,0,50000,1,0,1,0,Accept,0,Low
5094377,125,51,74,125,0,0,primary,6,4,2,0,5,5,0,0,0,0,2,4,6,0,3,2,2,1,1,1,1,1,1,1,1,1,0,0,1,20.83,30,-0.3057,20.83,0,50000,1,0,1,0.3333,Accept,5,Low
5094535,1250,765,485,642,400,208,primary,26,12,14,0,22,10,6,1,9,0,14,12,33,2,33,8,8,1,1,1,1,1,1,1,1,1,0,0,1,48.08,30,0.6027,37.88,0,100000,1,0,1,0.5385,Reject,23.15,Low
5095364,172,102,70,115,57,0,primary,11,2,9,0,11,5,6,0,0,0,3,7,10,1,10,6,3,1,1,1,1,1,1,1,1,1,0,0,1,15.64,30,-0.4787,17.2,0,50000,1,0,0.9091,0.8182,Flag,12.27,Low
5101296,246,120,126,246,0,0,primary,8,7,1,0,8,8,0,0,0,0,1,7,7,2,7,5,5,1,1,1,1,1,1,1,1,1,0,0,1,30.75,30,0.025,35.14,0,50000,1,0,1,0.125,Flag,2.5,Low
5101510,654,437,217,654,0,0,primary,10,4,6,0,2,9,0,0,0,0,5,5,11,1,11,6,6,1,1,1,1,1,1,1,1,1,0,0,1,65.4,30,1.18,59.45,0,75000,1,0,1,0.6,Reject,41.29,Medium
5103621,189,114,75,189,0,0,primary,8,8,0,0,0,7,0,0,0,0,3,5,12,2,12,2,2,1,1,1,1,1,1,1,1,1,0,0,1,23.62,30,-0.2127,15.75,0,50000,1,0,1,0,Accept,0,Low
5103685,2346,1373,973,387,182,420,secondary,51,51,0,0,41,9,5,0,19,14,14,36,60,2,60,10,10,1,1,1,1,1,1,1,1,1,1,0,1,46,35,0.3143,39.1,0,100000,1,0,0.9804,0,Flag,7.86,Low
5104011,971,971,0,971,0,0,primary,20,15,5,0,5,20,0,0,0,0,3,15,35,1,35,22,0,0,1,1,1,1,1,1,1,1,0,0,1,48.55,30,0.6183,27.74,1,75000,1,0,0.9,0.25,Reject,22.54,Low
5105737,552,330,222,380,172,0,primary,12,12,0,0,5,7,5,0,0,0,4,7,24,1,24,6,6,1,1,1,1,1,1,1,1,1,0,0,1,46,30,0.5333,23,0,75000,1,0,0.9167,0,Reject,13.33,Low
5109096,494,0,494,279,159,56,primary,17,10,7,0,11,6,4,1,5,0,11,6,11,2,11,0,6,1,0,1,1,1,1,1,1,1,0,0,1,29.06,30,-0.0313,44.91,1,75000,1,0,1,0.4118,Accept,11.35,Low
5112183,552,0,552,552,0,0,primary,17,17,0,0,7,16,0,0,0,0,3,9,24,1,2,0,7,1,0,1,1,1,1,1,1,1,0,0,1,32.47,30,0.0823,23,1,75000,1,0,0.7059,0,Flag,5.39,Low
5114803,4279,272,4007,572,1301,1271,upper_primary,113,60,5,48,51,13,38,0,28,32,77,34,57,1,57,33,34,1,1,1,1,1,1,1,1,1,1,1,1,37.87,35,0.082,75.07,0,100000,1,0,0.9823,0.0442,Flag,15.86,Low
5115602,1304,802,502,340,130,400,secondary,44,6,38,0,23,8,7,1,2,9,26,14,27,4,27,7,7,1,1,1,1,1,1,1,1,1,0,0,1,29.64,35,-0.1531,48.3,0,100000,1,0,0.9091,0.8636,Flag,16.07,Low
5118960,500,274,226,350,150,0,primary,10,10,0,0,2,4,5,0,0,0,6,4,10,1,10,3,3,1,1,1,1,0,1,1,1,1,0,0,1,50,30,0.6667,50,0,75000,1,0,1,0,Reject,20.42,Low
5119192,718,0,718,718,0,0,primary,16,16,0,0,11,16,0,0,0,0,5,9,12,1,12,0,6,1,0,1,1,1,1,1,1,1,0,1,1,44.88,30,0.496,59.83,1,75000,1,0,0.875,0,Flag,23.17,Low
5121232,1525,1473,52,249,475,369,upper_primary,64,49,3,12,63,8,6,0,25,22,52,12,34,5,22,17,14,1,1,1,1,1,1,1,1,1,0,1,1,23.83,35,-0.3191,44.85,0,100000,1,0,1,0.0469,Accept,2.52,Low
5122272,233,135,98,233,0,0,primary,7,6,1,0,7,7,0,0,0,0,0,6,7,1,7,3,3,1,1,1,1,1,1,1,1,1,0,0,1,33.29,30,0.1097,33.29,0,50000,1,0,0.8571,0.1429,Flag,4.89,Low
5122416,570,355,215,197,152,104,primary,30,29,1,0,27,4,3,0,8,10,13,15,30,1,30,6,6,1,1,1,1,1,1,1,1,1,1,1,1,19,30,-0.3667,19,0,75000,1,0,0.9333,0.0333,Accept,0.5,Low
5125199,2389,2389,0,0,1303,911,upper_primary,64,42,3,19,40,0,0,0,1,0,47,17,52,0,52,30,0,0,1,1,1,1,1,1,1,1,1,0,1,37.33,35,0.0666,45.94,1,100000,1,0,1,0.0469,Flag,7.93,Low
5125364,104,76,28,104,0,0,primary,8,8,0,0,8,8,0,0,0,0,3,5,7,2,7,3,3,1,1,1,1,1,1,1,1,1,0,1,1,13,30,-0.5667,14.86,0,50000,1,0,1,0,Accept,0,Low
5125604,603,351,252,409,148,46,primary,19,15,4,0,19,10,3,2,2,0,7,11,29,3,29,7,8,1,1,1,1,1,1,1,1,1,0,0,1,31.74,30,0.058,20.79,0,75000,1,0,0.9474,0.2105,Flag,4.61,Low
5126550,926,507,419,623,224,79,primary,33,16,17,0,21,6,12,1,4,0,9,21,32,2,32,7,7,1,1,1,1,1,1,1,1,1,0,0,1,28.06,30,-0.0647,28.94,0,75000,1,0,0.9091,0.5152,Accept,7.73,Low
5127817,2429,0,2429,440,809,539,upper_primary,86,79,1,6,86,12,4,1,4,22,61,23,54,2,0,0,52,1,0,1,1,1,1,1,1,1,0,1,1,28.24,35,-0.1931,44.98,1,100000,1,0,0.9767,0.0116,Accept,5.37,Low
5130039,844,531,313,176,237,241,secondary,41,38,1,2,28,9,12,0,3,13,25,13,81,4,81,32,23,1,1,1,1,1,1,1,1,1,1,0,1,20.59,35,-0.4117,10.42,0,75000,1,0,0.9268,0.0244,Accept,0.37,Low
5131495,463,266,197,463,0,0,primary,28,10,18,0,28,19,0,0,0,0,10,17,23,1,23,8,8,1,1,1,1,1,1,1,1,1,0,1,1,16.54,30,-0.4487,20.13,0,75000,1,0,0.9643,0.6429,Flag,9.64,Low
5134010,701,0,701,701,0,0,primary,17,17,0,0,4,17,0,0,0,0,2,9,24,1,24,0,17,1,0,1,1,0,1,1,1,1,0,1,1,41.24,30,0.3747,29.21,1,75000,1,0,0.6471,0,Flag,12.7,Low
5134162,310,161,149,310,0,0,primary,7,7,0,0,6,6,0,0,0,0,0,6,6,1,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,44.29,30,0.4763,51.67,0,75000,1,0,0.8571,0,Flag,16.28,Low
5135648,725,434,291,725,0,0,primary,6,6,0,0,4,6,0,0,0,0,1,5,8,1,8,4,4,1,1,1,1,1,1,1,1,1,0,0,1,120.83,30,3.0277,90.62,0,75000,1,0,1,0,Reject,40,Medium
5135718,734,0,734,734,0,0,primary,17,14,3,0,0,17,0,0,0,0,5,10,17,1,17,0,11,1,0,1,1,1,1,1,1,1,0,0,1,43.18,30,0.4393,43.18,1,75000,1,0,0.8824,0.1765,Flag,18.16,Low
5136213,333,333,0,0,233,100,upper_primary,18,15,0,3,6,0,10,0,8,0,6,12,10,1,10,2,0,0,1,1,1,1,1,1,1,1,0,0,1,18.5,35,-0.4714,33.3,1,75000,1,0,1,0,Flag,3.33,Low
5138183,64,40,24,64,0,0,primary,4,4,0,0,0,4,0,0,0,0,1,3,5,1,5,2,2,1,1,1,1,1,1,1,1,1,0,0,1,16,30,-0.4667,12.8,0,25000,1,0,1,0,Accept,0,Low
5143901,1052,659,393,404,249,200,primary,46,44,2,0,43,13,7,2,8,11,36,10,34,1,34,6,9,1,1,1,1,1,1,1,1,1,1,1,1,22.87,30,-0.2377,30.94,0,100000,1,0,1,0.0435,Accept,0.65,Low
5145107,444,0,444,444,0,0,primary,13,10,3,0,5,13,0,0,0,0,2,9,13,1,0,0,5,1,0,1,1,1,1,1,1,1,0,1,1,34.15,30,0.1383,34.15,1,75000,1,0,0.8462,0.2308,Flag,10.25,Low
5146517,163,89,74,163,0,0,primary,4,4,0,0,1,4,0,0,0,0,2,1,5,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,40.75,30,0.3583,32.6,0,50000,1,0,0.75,0,Flag,8.96,Low
5148413,253,146,107,253,0,0,primary,10,5,5,0,6,8,0,0,0,0,3,7,7,1,7,5,5,1,1,1,1,1,1,1,1,1,0,1,1,25.3,30,-0.1567,36.14,0,75000,1,0,1,0.5,Accept,7.5,Low
5149254,1264,757,507,546,328,246,primary,50,6,43,1,49,11,7,6,2,12,38,12,36,1,36,8,8,1,1,1,1,1,1,1,1,1,1,1,1,25.28,30,-0.1573,35.11,0,100000,1,0,1,0.86,Flag,12.9,Low
5152916,887,595,292,126,475,162,upper_primary,32,26,6,0,12,5,9,0,5,8,19,13,36,1,36,20,20,1,1,1,1,1,1,1,1,1,1,0,1,27.72,35,-0.208,24.64,0,75000,1,0,1,0.1875,Accept,2.81,Low
5153037,258,143,115,258,0,0,primary,8,4,4,0,7,8,0,0,0,0,1,5,9,1,5,3,3,1,1,1,1,1,1,1,1,1,0,1,1,32.25,30,0.075,28.67,0,75000,1,0,0.75,0.5,Flag,9.38,Low
5153393,1001,0,1001,1001,0,0,primary,15,12,3,0,2,13,0,0,0,0,6,5,13,1,0,0,9,1,0,1,1,1,1,1,1,1,0,0,1,66.73,30,1.2243,77,1,100000,1,0,0.7333,0.2,Reject,45.21,Medium
5153892,4837,323,4514,592,1442,1335,upper_primary,130,86,4,40,19,10,32,0,46,35,86,43,75,0,75,24,37,1,1,1,1,1,1,1,1,1,0,0,1,37.21,35,0.0631,64.49,0,100000,1,0,0.9923,0.0308,Flag,11.22,Low
5154407,32,16,16,32,0,0,primary,2,2,0,0,2,2,0,0,0,0,0,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,16,30,-0.4667,10.67,0,25000,1,0,0.5,0,Accept,0,Low
5156280,57,33,24,57,0,0,primary,7,7,0,0,6,6,0,0,0,0,0,7,6,1,6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,8.14,30,-0.7287,9.5,0,25000,1,0,1,0,Accept,0,Low
5156736,254,144,110,254,0,0,primary,3,3,0,0,3,3,0,0,0,0,0,3,10,1,10,2,5,1,1,1,1,0,1,1,1,0,0,0,1,84.67,30,1.8223,25.4,1,75000,1,0,1,0,Reject,28.33,Low
5158016,288,0,288,288,0,0,primary,7,7,0,0,3,6,0,0,0,0,0,6,10,2,10,0,7,1,0,1,1,1,1,1,1,1,0,0,1,41.14,30,0.3713,28.8,1,75000,1,0,0.8571,0,Flag,12.62,Low
5158624,37,37,0,0,37,0,upper_primary,5,5,0,0,4,0,5,0,0,0,4,1,3,1,3,1,0,0,1,1,1,1,1,1,1,1,0,0,1,7.4,35,-0.7886,12.33,1,25000,1,0,1,0,Flag,3.33,Low
5158885,141,79,62,141,0,0,primary,9,9,0,0,7,8,0,0,0,0,6,3,8,1,8,3,3,1,1,1,1,1,1,1,1,1,0,0,1,15.67,30,-0.4777,17.62,0,50000,1,0,1,0,Accept,0,Low
5159200,272,179,93,231,41,0,primary,15,15,0,0,0,8,5,0,0,0,2,13,15,2,15,2,2,1,1,1,1,1,1,1,1,1,0,0,1,18.13,30,-0.3957,18.13,0,75000,1,0,1,0,Accept,0,Low
5161361,262,162,100,155,82,25,primary,20,20,0,0,18,5,7,0,8,0,7,13,12,1,12,3,3,1,1,1,1,1,1,1,1,1,0,0,1,13.1,30,-0.5633,21.83,0,75000,1,0,1,0,Accept,0,Low
5161993,384,384,0,153,122,65,primary,13,13,0,0,0,3,3,0,3,4,8,5,12,0,12,4,0,0,1,1,1,0,1,1,1,1,0,0,0,29.54,30,-0.0153,32,1,75000,1,0,1,0,Flag,3.33,Low
5162392,976,590,386,350,257,156,primary,36,25,7,4,29,10,9,0,5,12,34,2,26,2,26,6,4,1,1,1,1,1,1,1,1,1,1,1,1,27.11,30,-0.0963,37.54,0,75000,1,0,1,0.1944,Accept,2.92,Low
5163184,129,84,45,129,0,0,primary,13,13,0,0,13,9,0,0,0,0,4,8,15,1,15,8,6,1,1,1,1,1,1,1,1,1,0,0,1,9.92,30,-0.6693,8.6,0,50000,1,0,0.9231,0,Accept,0,Low
5164645,208,113,95,208,0,0,primary,7,6,1,0,0,7,0,0,0,0,1,5,6,1,6,2,2,1,1,1,1,1,1,1,1,1,0,0,1,29.71,30,-0.0097,34.67,0,50000,1,0,0.8571,0.1429,Accept,2.14,Low
5164669,485,485,0,485,0,0,primary,8,8,0,0,2,8,0,0,0,0,2,4,6,1,0,4,0,0,1,1,1,1,1,1,1,1,0,1,1,60.62,30,1.0207,80.83,1,75000,1,0,0.75,0,Reject,43.33,Medium
5167897,1020,596,424,1020,0,0,primary,26,1,25,0,1,19,0,0,0,0,17,9,27,2,27,4,7,1,1,1,1,1,1,1,1,1,0,0,1,39.23,30,0.3077,37.78,0,100000,1,0,1,0.9615,Flag,22.12,Low
5169089,1062,1062,0,1062,0,0,primary,24,24,0,0,4,24,0,0,0,0,7,16,26,4,16,2,0,0,1,1,1,1,1,1,1,1,0,0,1,44.25,30,0.475,40.85,1,100000,1,0,0.9583,0,Flag,15.53,Low
5170396,787,787,0,787,0,0,primary,10,10,0,0,0,10,0,0,0,0,7,2,10,1,10,8,0,0,1,1,1,1,1,1,1,1,0,0,1,78.7,30,1.6233,78.7,1,75000,1,0,0.9,0,Reject,42.85,Medium
5170556,515,0,515,515,0,0,primary,15,12,3,0,4,13,0,0,0,0,5,10,13,2,9,0,9,1,0,1,1,1,1,1,1,1,0,1,1,34.33,30,0.1443,39.62,1,75000,1,0,1,0.2,Flag,9.94,Low
5173525,166,94,72,166,0,0,primary,7,7,0,0,0,7,0,0,0,0,1,5,6,3,6,3,6,1,1,1,1,1,1,1,1,1,0,0,1,23.71,30,-0.2097,27.67,0,50000,1,0,0.8571,0,Accept,0,Low
5173897,519,519,0,519,0,0,primary,10,9,1,0,1,10,0,0,0,0,2,8,11,1,11,3,0,0,1,1,1,0,1,1,1,1,0,0,1,51.9,30,0.73,47.18,1,75000,1,0,1,0.1,Reject,25.78,Low
5176029,654,306,348,654,0,0,primary,11,11,0,0,9,10,0,0,0,0,1,10,12,1,9,9,9,1,1,1,1,1,1,1,1,1,0,1,1,59.45,30,0.9817,54.5,0,75000,1,0,1,0,Reject,29.98,Low
5177882,84,51,33,84,0,0,primary,6,6,0,0,5,6,0,0,0,0,3,3,5,1,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,14,30,-0.5333,16.8,0,25000,1,0,1,0,Accept,0,Low
5180508,541,309,232,339,202,0,primary,13,12,1,0,8,8,4,1,0,0,3,10,10,1,10,2,2,1,1,1,1,1,1,1,1,1,0,0,1,41.62,30,0.3873,54.1,0,75000,1,0,1,0.0769,Flag,16.12,Low
5182127,294,178,116,106,116,72,upper_primary,16,16,0,0,11,10,1,0,5,0,3,12,15,1,15,5,4,1,1,1,1,1,1,1,1,1,0,0,1,18.38,35,-0.4749,19.6,0,75000,1,0,0.9375,0,Accept,0,Low
5184859,517,517,0,517,0,0,primary,15,9,6,0,3,15,0,0,0,0,5,10,19,1,19,16,0,0,1,1,1,1,1,1,1,1,0,1,1,34.47,30,0.149,27.21,1,75000,1,0,1,0.4,Flag,13.06,Low
5186940,38,32,6,0,6,12,secondary,6,2,4,0,0,0,0,0,2,1,5,1,7,1,7,2,1,1,1,1,1,1,1,1,1,1,1,0,1,6.33,35,-0.8191,5.43,0,25000,1,0,1,0.6667,Flag,10,Low
5187364,151,76,75,151,0,0,primary,6,6,0,0,6,5,0,0,0,0,0,5,7,1,0,1,2,1,1,1,1,1,1,1,1,1,0,1,1,25.17,30,-0.161,21.57,0,50000,1,0,0.8333,0,Accept,0,Low
5187805,205,121,84,205,0,0,primary,4,2,2,0,2,3,0,0,0,0,2,2,13,1,12,6,5,1,1,1,1,1,1,1,1,1,0,1,1,51.25,30,0.7083,15.77,0,50000,1,0,1,0.5,Reject,25.21,Low
5188344,1666,1040,626,707,382,246,primary,50,42,8,0,16,14,8,0,10,10,20,26,46,2,46,12,7,1,1,1,1,1,1,1,1,1,1,0,1,33.32,30,0.1107,36.22,0,100000,1,0,0.92,0.16,Flag,5.17,Low
5190144,277,163,114,221,56,0,primary,8,8,0,0,1,5,2,1,0,0,5,2,8,3,8,3,4,1,1,1,1,1,1,1,1,1,0,0,1,34.62,30,0.154,34.62,0,75000,1,0,0.875,0,Flag,3.85,Low
5192468,939,463,476,939,0,0,primary,18,10,8,0,2,17,0,0,0,0,2,11,20,2,20,5,5,1,1,1,1,1,1,1,1,1,0,0,1,52.17,30,0.739,46.95,0,75000,1,0,0.7222,0.4444,Reject,27.75,Low
5193902,1798,1798,0,0,940,548,upper_primary,49,37,1,11,6,0,5,0,11,2,29,20,36,4,36,21,0,0,1,1,1,1,1,1,1,1,1,0,1,36.69,35,0.0483,49.94,1,100000,1,0,1,0.0204,Flag,8.57,Low
5195576,1462,784,678,548,444,252,primary,48,48,0,0,48,11,14,0,9,11,31,15,25,1,25,5,7,1,1,1,1,1,1,1,1,1,0,0,1,30.46,30,0.0153,58.48,0,100000,1,0,0.9583,0,Flag,7.31,Low
5196186,8,4,4,7,1,0,primary,4,4,0,0,4,2,1,1,0,0,2,2,10,1,10,2,2,1,1,1,1,1,1,1,1,1,0,0,1,2,30,-0.9333,0.8,0,10000,1,0,1,0,Accept,0,Low
5197180,230,137,93,230,0,0,primary,5,5,0,0,5,5,0,0,0,0,0,5,5,1,5,1,1,1,1,1,1,0,1,1,1,1,0,1,1,46,30,0.5333,46,0,50000,1,0,1,0,Reject,15.58,Low
5198801,871,0,871,492,263,116,primary,26,23,3,0,12,11,3,4,8,0,12,14,24,1,24,0,10,1,0,1,1,1,1,1,1,1,0,0,1,33.5,30,0.1167,36.29,1,75000,1,0,1,0.1154,Flag,7.98,Low
5200734,231,231,0,120,58,53,primary,14,10,0,4,1,4,2,0,5,0,9,5,12,1,12,5,0,0,1,1,1,1,1,1,1,1,0,0,1,16.5,30,-0.45,19.25,1,50000,1,0,1,0,Flag,3.33,Low
5206264,2089,0,2089,441,784,383,upper_primary,70,53,4,13,16,9,24,0,15,17,46,24,37,1,36,0,19,1,0,1,1,1,1,1,1,1,1,1,1,29.84,35,-0.1474,56.46,1,100000,1,0,1,0.0571,Flag,10.36,Low
5209568,373,373,0,373,0,0,primary,8,7,1,0,2,8,0,0,0,0,2,6,7,1,7,5,0,0,1,1,1,1,1,1,1,1,0,0,1,46.62,30,0.554,53.29,1,75000,1,0,1,0.125,Reject,24.04,Low
5214862,331,200,131,194,137,0,primary,13,0,13,0,8,4,2,6,0,0,6,7,12,1,11,2,2,1,1,1,1,1,1,1,1,1,0,1,1,25.46,30,-0.1513,27.58,0,75000,1,0,1,1,Flag,15,Low
5219833,69,36,33,69,0,0,primary,6,6,0,0,5,4,0,0,0,0,1,5,8,1,8,2,2,1,1,1,1,1,1,1,1,1,0,0,1,11.5,30,-0.6167,8.62,0,25000,1,0,1,0,Accept,0,Low
5220150,228,137,91,228,0,0,primary,10,10,0,0,0,8,0,0,0,0,3,7,18,1,6,3,3,1,1,1,1,0,1,1,1,1,0,0,1,22.8,30,-0.24,12.67,0,50000,1,0,1,0,Accept,0,Low
5220301,2160,2160,0,388,788,459,upper_primary,84,63,1,20,84,9,18,0,12,22,57,27,47,0,37,46,0,0,1,1,1,1,1,1,1,1,1,0,1,25.71,35,-0.2654,45.96,1,100000,1,0,1,0.0119,Flag,5.75,Low
5220684,638,0,638,638,0,0,primary,20,17,3,0,2,19,0,0,0,0,7,13,16,1,0,0,6,1,0,1,1,1,1,1,1,1,0,0,1,31.9,30,0.0633,39.88,1,75000,1,0,1,0.15,Flag,7.17,Low
5221654,2098,2098,0,0,957,735,upper_primary,53,41,0,12,45,0,20,0,17,15,45,8,30,0,30,9,0,0,1,1,1,1,1,1,1,1,0,0,1,39.58,35,0.1309,69.93,1,100000,1,0,1,0,Flag,17.83,Low
5222962,257,0,257,0,142,60,upper_primary,17,16,0,1,15,0,6,0,3,7,13,4,10,0,10,0,6,1,0,1,1,1,1,1,1,1,0,0,1,15.12,35,-0.568,25.7,1,75000,1,0,1,0,Accept,3.33,Low
5223936,160,100,60,160,0,0,primary,8,3,5,0,6,5,0,0,0,0,5,3,8,1,8,2,2,1,1,1,1,1,1,1,1,1,0,0,1,20,30,-0.3333,20,0,50000,1,0,1,0.625,Flag,9.38,Low
